,tweets,user_name,location,geo,ftokens,lemma,positive,neutral,negative
345, I was wrong  We passed Frances per capita Covid19 death rate in July not August  And were back… ,pacrozier,North Cascades,,"['wrong', 'passed', 'frances', 'per', 'capita', 'covid19', 'death', 'rate', 'july', 'august', 'back…']","['wrong', 'pass', 'france', 'per', 'caput', 'covid19', 'death', 'rate', 'july', 'august', 'back…']",0,0,1
346,Florida reported a record increase in new COVID19 deaths for a second successive day on Wednesday with 217 fatali… ,dubrow_wendy,,,"['florida', 'reported', 'record', 'increase', 'new', 'covid19', 'deaths', 'second', 'successive', 'day', 'wednesday', '217', 'fatali…']","['florida', 'report', 'record', 'increase', 'new', 'covid19', 'death', 'second', 'successive', 'day', 'wednesday', '217', 'fatali…']",1,0,0
347,More COVID19 testing for the rest of this week ending Friday 7312020  Atlanta Georgia ,kimscottatl,"ÜT: 33.74484,-84.405579","{'type': 'Point', 'coordinates': [33.7566, -84.3889]}","['covid19', 'testing', 'rest', 'week', 'ending', 'friday', '7312020', 'atlanta', 'georgia']","['covid19', 'test', 'rest', 'week', 'end', 'friday', '7312020', 'atlanta', 'georgia']",1,0,0
348,  Who Talk To come with covid we said test quarantine  everything You want to proof T… ,CatherineGigna6,,,"['talk', 'come', 'covid', 'said', 'test', 'quarantine', 'everything', 'want', 'proof', 't…']","['talk', 'come', 'covid', 'say', 'test', 'quarantine', 'everything', 'want', 'proof', 't…']",0,1,0
349,The first dog to test positive for coronavirus in the US has died via  ,BarbaraMK5,"Sherman Oaks, California",,"['first', 'dog', 'test', 'positive', 'coronavirus', 'us', 'died', 'via']","['first', 'dog', 'test', 'positive', 'coronavirus', 'u', 'die', 'via']",1,0,0
350,Very interesting article about a beloved GSD with COVID19In June Buddy was the first dog in the US to test po… ,ladalavara,Earth,,"['interesting', 'article', 'beloved', 'gsd', 'covid19in', 'june', 'buddy', 'first', 'dog', 'us', 'test', 'po…']","['interesting', 'article', 'beloved', 'gsd', 'covid19in', 'june', 'buddy', 'first', 'dog', 'u', 'test', 'po…']",1,0,0
351,US hits 150000 deaths from COVID19 as states struggle to halt resurgence  via ,ScottyDdoogie,"East Troy, WI",,"['us', 'hits', '150000', 'deaths', 'covid19', 'states', 'struggle', 'halt', 'resurgence', 'via']","['u', 'hit', '150000', 'death', 'covid19', 'state', 'struggle', 'halt', 'resurgence', 'via']",0,1,0
352,I had to have a Covid Test last week Nose swab done on a Thursday Afternoon and results back my Monday SatSun I d… ,lbeale91,,,"['covid', 'test', 'last', 'week', 'nose', 'swab', 'done', 'thursday', 'afternoon', 'results', 'back', 'monday', 'satsun', 'd…']","['covid', 'test', 'last', 'week', 'nose', 'swab', 'do', 'thursday', 'afternoon', 'result', 'back', 'monday', 'satsun', 'd…']",0,1,0
353,   Hydroxychloroquine lowers COVID19 death rate Henry Ford Health study L… ,booboobunster,Canada,,"['hydroxychloroquine', 'lowers', 'covid19', 'death', 'rate', 'henry', 'ford', 'health', 'study', 'l…']","['hydroxychloroquine', 'lower', 'covid19', 'death', 'rate', 'henry', 'ford', 'health', 'study', 'l…']",0,1,0
354,Do y’all know who offering free Covid testing in Memphis,trinatriceee,,,"['’', 'know', 'offering', 'free', 'covid', 'testing', 'memphis']","['’', 'know', 'offer', 'free', 'covid', 'test', 'memphis']",1,0,0
355, Surgeon general advised against it in March Said it was ineffective Has your mask been tested to… ,DaveA415,"California, USA",,"['surgeon', 'general', 'advised', 'march', 'said', 'ineffective', 'mask', 'tested', 'to…']","['surgeon', 'general', 'advise', 'march', 'say', 'ineffective', 'mask', 'test', 'to…']",1,0,0
356,  Congressman Covid needs to trend,illmatic808,,,"['congressman', 'covid', 'needs', 'trend']","['congressman', 'covid', 'need', 'trend']",0,1,0
357,School closures in spring linked to drastic decrease in Covid19 cases and deaths  via ,maroser,Austin,,"['school', 'closures', 'spring', 'linked', 'drastic', 'decrease', 'covid19', 'cases', 'deaths', 'via']","['school', 'closure', 'spring', 'link', 'drastic', 'decrease', 'covid19', 'case', 'death', 'via']",0,1,0
358,Ohio had 40 deaths in 24 hours which is 10 more than Virginia FL amp CA had around 200 deaths eachUSA is rushin… ,Heerak4Congress,"Arlington, Virginia",,"['ohio', '40', 'deaths', '24', 'hours', '10', 'virginia', 'fl', 'amp', 'ca', 'around', '200', 'deaths', 'eachusa', 'rushin…']","['ohio', '40', 'death', '24', 'hour', '10', 'virginia', 'fl', 'amp', 'ca', 'around', '200', 'death', 'eachusa', 'rushin…']",1,0,0
359, Kindly make sure mobile and address verification should not slow down Covid testing in the stateI am… ,ranjan_ramendra,"ORAI, Uttar Pradesh, India",,"['kindly', 'make', 'sure', 'mobile', 'address', 'verification', 'slow', 'covid', 'testing', 'statei', 'am…']","['kindly', 'make', 'sure', 'mobile', 'address', 'verification', 'slow', 'covid', 'test', 'statei', 'am…']",1,0,0
360,  More suicides than covid deaths,lavontewagoner,"Columbus, GA",,"['suicides', 'covid', 'deaths']","['suicide', 'covid', 'death']",1,0,0
361,  Your death from covid being a warning to other idiots to actually follow scientific m… ,clarkslick,,,"['death', 'covid', 'warning', 'idiots', 'actually', 'follow', 'scientific', 'm…']","['death', 'covid', 'warn', 'idiot', 'actually', 'follow', 'scientific', 'm…']",0,0,1
362,If you need to travel to Puerto Rico you must get a molecular COVID19 test done no more than 72 hours prior to vi… ,condadoinsider,"San Juan, Puerto Rico",,"['need', 'travel', 'puerto', 'rico', 'must', 'get', 'molecular', 'covid19', 'test', 'done', '72', 'hours', 'prior', 'vi…']","['need', 'travel', 'puerto', 'rico', 'must', 'get', 'molecular', 'covid19', 'test', 'do', '72', 'hour', 'prior', 'vi…']",0,0,1
363, Was it acceptable when  tried to dismantle our health care system Virginia Hospital amp H… ,Vera40122921,,,"['acceptable', 'tried', 'dismantle', 'health', 'care', 'system', 'virginia', 'hospital', 'amp', 'h…']","['acceptable', 'try', 'dismantle', 'health', 'care', 'system', 'virginia', 'hospital', 'amp', 'h…']",0,1,0
364,My dads COVID test came back negative ayyyye🥳🥳🥳🥳,sel12040746,"Minnesota, USA",,"['dads', 'covid', 'test', 'came', 'back', 'negative', 'ayyyye\U0001f973\U0001f973\U0001f973\U0001f973']","['dad', 'covid', 'test', 'come', 'back', 'negative', 'ayyyye\U0001f973\U0001f973\U0001f973\U0001f973']",0,0,1
365,⁦⁩ ⁦⁩ ⁦⁩Are hospitals getting more money for positive Covid19 positiv… ,TRUMPSSOUTHHQ,,,"['\u2066\u2069', '\u2066\u2069', '\u2066\u2069are', 'hospitals', 'getting', 'money', 'positive', 'covid19', 'positiv…']","['\u2066\u2069', '\u2066\u2069', '\u2066\u2069are', 'hospital', 'get', 'money', 'positive', 'covid19', 'positiv…']",1,0,0
366,We need the trees to make oxygen exchange 2 live amp breathe  Use ur heads Stop taking the news as gospel hink outs… ,BERLIN_BERGHAIN,Prenzlauer Berg,,"['need', 'trees', 'make', 'oxygen', 'exchange', '2', 'live', 'amp', 'breathe', 'use', 'ur', 'heads', 'stop', 'taking', 'news', 'gospel', 'hink', 'outs…']","['need', 'tree', 'make', 'oxygen', 'exchange', '2', 'live', 'amp', 'breathe', 'use', 'ur', 'head', 'stop', 'take', 'news', 'gospel', 'hink', 'outs…']",1,0,0
367,  Because it is Covid which is causing the death Do you even have the slightest clue what the… ,scotbot,Sherwood,,"['covid', 'causing', 'death', 'even', 'slightest', 'clue', 'the…']","['covid', 'cause', 'death', 'even', 'slight', 'clue', 'the…']",0,1,0
368,Dallas County sets daily record for COVID19 deaths 36 ,mann88,,,"['dallas', 'county', 'sets', 'daily', 'record', 'covid19', 'deaths', '36']","['dallas', 'county', 'set', 'daily', 'record', 'covid19', 'death', '36']",0,1,0
369,I’m convinced Marlins Man is the perpetrator of the covid outbreak,SavianGill,,,"['’', 'convinced', 'marlins', 'man', 'perpetrator', 'covid', 'outbreak']","['’', 'convince', 'marlin', 'man', 'perpetrator', 'covid', 'outbreak']",0,1,0
370, Find out how much COVID tests cost,Ben_Jones88,State College,,"['find', 'much', 'covid', 'tests', 'cost']","['find', 'much', 'covid', 'test', 'cost']",1,0,0
371,THE SURGE A Visual Companion to the Spread of Covid19 in Texas courtesy of  ,DavidBWriter,Pacific Northwest,,"['surge', 'visual', 'companion', 'spread', 'covid19', 'texas', 'courtesy']","['surge', 'visual', 'companion', 'spread', 'covid19', 'texas', 'courtesy']",0,1,0
372,The Marlins are up to 18 positive tests for Covid 19 have they clinched the 1 seed in the playoffs yet   Mlb COVID19,Renegade528,"Minneapolis, MN",,"['marlins', '18', 'positive', 'tests', 'covid', '19', 'clinched', '1', 'seed', 'playoffs', 'yet', 'mlb', 'covid19']","['marlin', '18', 'positive', 'test', 'covid', '19', 'clinch', '1', 'seed', 'playoff', 'yet', 'mlb', 'covid19']",1,0,0
373,Covid19 deaths have topped 150000 in the US Heres why that loss of life cant be ignored  CNN  COVID19  ,tracyfromjax,"Jacksonville, FL",,"['covid19', 'deaths', 'topped', '150000', 'us', 'heres', 'loss', 'life', 'cant', 'ignored', 'cnn', 'covid19']","['covid19', 'death', 'top', '150000', 'u', 'here', 'loss', 'life', 'cant', 'ignore', 'cnn', 'covid19']",0,1,0
374, Interpretation sure is needed if you believe facts matter and you want that belief to prevail What makes… ,paulgknox,Toronto Ontario Canada,,"['interpretation', 'sure', 'needed', 'believe', 'facts', 'matter', 'want', 'belief', 'prevail', 'makes…']","['interpretation', 'sure', 'need', 'believe', 'fact', 'matter', 'want', 'belief', 'prevail', 'makes…']",1,0,0
375, How about a day of silence Twitter etc from you in thought about the COVID deaths there today,setjmp2013,"Deansboro, New York",,"['day', 'silence', 'twitter', 'etc', 'thought', 'covid', 'deaths', 'today']","['day', 'silence', 'twitter', 'etc', 'think', 'covid', 'death', 'today']",0,1,0
376, Its not about helping anyoneA lady I know just lost her husband to Covid He wasnt old mid 60s… ,WVmotoguy,,,"['helping', 'anyonea', 'lady', 'know', 'lost', 'husband', 'covid', 'wasnt', 'old', 'mid', '60s…']","['help', 'anyonea', 'lady', 'know', 'lose', 'husband', 'covid', 'wasnt', 'old', 'mid', '60s…']",1,0,0
377,LA County reports 91 death from COVID19 the most in a single day  LATimes COVID19 News JustHeadlines,realAlexRWagner,"New York, NY",,"['la', 'county', 'reports', '91', 'death', 'covid19', 'single', 'day', 'latimes', 'covid19', 'news', 'justheadlines']","['la', 'county', 'report', '91', 'death', 'covid19', 'single', 'day', 'latimes', 'covid19', 'news', 'justheadlines']",1,0,0
378,  Apparently tested positive for Covid,MystaAdam,"Encino, Los Angeles",,"['apparently', 'tested', 'positive', 'covid']","['apparently', 'test', 'positive', 'covid']",1,0,0
379,Florida Closing All StateRun COVID19 Testing Sites Ahead of Storm ,vidya2002,"Miami, FL",,"['florida', 'closing', 'staterun', 'covid19', 'testing', 'sites', 'ahead', 'storm']","['florida', 'closing', 'staterun', 'covid19', 'test', 'site', 'ahead', 'storm']",0,1,0
380,Florida reported a record increase in new COVID19 deaths for a second successive day on Wednesday with 217 fatali… ,dubrow_wendy,,,"['florida', 'reported', 'record', 'increase', 'new', 'covid19', 'deaths', 'second', 'successive', 'day', 'wednesday', '217', 'fatali…']","['florida', 'report', 'record', 'increase', 'new', 'covid19', 'death', 'second', 'successive', 'day', 'wednesday', '217', 'fatali…']",1,0,0
381,Im honestly just glad that Dr Hanley isnt a Kiwiwe need to continue to practise that Safe Six”,ThatMcRider,Yukon 🇨🇦; From 🇦🇺; Also 🇬🇧 🇳🇱,,"['im', 'honestly', 'glad', 'dr', 'hanley', 'isnt', 'kiwiwe', 'need', 'continue', 'practise', 'safe', 'six', '”']","['im', 'honestly', 'glad', 'dr', 'hanley', 'isnt', 'kiwiwe', 'need', 'continue', 'practise', 'safe', 'six', '”']",1,0,0
382,Patrick County’s COVID19 outbreak seems to be leveling out based on Wednesday’s figures from the Virginia Departm… ,MVilleBulletin,,,"['patrick', 'county', '’', 'covid19', 'outbreak', 'seems', 'leveling', 'based', 'wednesday', '’', 'figures', 'virginia', 'departm…']","['patrick', 'county', '’', 'covid19', 'outbreak', 'seem', 'level', 'base', 'wednesday', '’', 'figure', 'virginia', 'departm…']",0,1,0
383,Having a Negative Covid test is the new flex,XoxoDiya,wherever God takes me,,"['negative', 'covid', 'test', 'new', 'flex']","['negative', 'covid', 'test', 'new', 'flex']",0,0,1
384,Phase 2 test results of COVID19 vaccine shows effectiveness on monkeys ,WMUR9,New Hampshire,,"['phase', '2', 'test', 'results', 'covid19', 'vaccine', 'shows', 'effectiveness', 'monkeys']","['phase', '2', 'test', 'result', 'covid19', 'vaccine', 'show', 'effectiveness', 'monkey']",0,1,0
385,This is disgusting Total idiots that will prob get Covid but sadly spread it to innocent people ,RocksNoSalt,"Bel Air, Maryland",,"['disgusting', 'total', 'idiots', 'prob', 'get', 'covid', 'sadly', 'spread', 'innocent', 'people']","['disgust', 'total', 'idiot', 'prob', 'get', 'covid', 'sadly', 'spread', 'innocent', 'people']",0,0,1
386,The first dog to test positive for coronavirus in the US has died via  ,runtzka,Canada,,"['first', 'dog', 'test', 'positive', 'coronavirus', 'us', 'died', 'via']","['first', 'dog', 'test', 'positive', 'coronavirus', 'u', 'die', 'via']",1,0,0
387,Data Analysis COVID19 Is Filling Up Hospitals In Small Cities Boise and Yakima are among the metro areas under… ,Skellywright,,,"['data', 'analysis', 'covid19', 'filling', 'hospitals', 'small', 'cities', 'boise', 'yakima', 'among', 'metro', 'areas', 'under…']","['data', 'analysis', 'covid19', 'fill', 'hospital', 'small', 'city', 'boise', 'yakima', 'among', 'metro', 'area', 'under…']",0,0,1
388, He also said the economy is heavily dependent on COVID so who really knows But yeah I expect they BRRR as long as they need to,Chase_NL,this twisted reality,,"['also', 'said', 'economy', 'heavily', 'dependent', 'covid', 'really', 'knows', 'yeah', 'expect', 'brrr', 'long', 'need']","['also', 'say', 'economy', 'heavily', 'dependent', 'covid', 'really', 'know', 'yeah', 'expect', 'brrr', 'long', 'need']",0,0,1
389, I forced nursing homes to admit patients who tested positive for COVID As a result I killed the elderly beca… ,GrinchyPoo64,"Pennsylvania, USA",,"['forced', 'nursing', 'homes', 'admit', 'patients', 'tested', 'positive', 'covid', 'result', 'killed', 'elderly', 'beca…']","['force', 'nursing', 'home', 'admit', 'patient', 'test', 'positive', 'covid', 'result', 'kill', 'elderly', 'beca…']",0,0,1
390,Jackson County reports first COVID19 death ,VickieAldous,,,"['jackson', 'county', 'reports', 'first', 'covid19', 'death']","['jackson', 'county', 'report', 'first', 'covid19', 'death']",1,0,0
391, Lord help us COVID is never going to end,Samyann_Writer,"Chicago, IL",,"['lord', 'help', 'us', 'covid', 'never', 'going', 'end']","['lord', 'help', 'u', 'covid', 'never', 'go', 'end']",0,1,0
392,Unofficial Victorian Covid cases over 700 13 deaths,Upshipcreeks,planet earth,,"['unofficial', 'victorian', 'covid', 'cases', '700', '13', 'deaths']","['unofficial', 'victorian', 'covid', 'case', '700', '13', 'death']",0,1,0
393, Has Covid19 been isolated No It does not meet Kochs Postulates Therefore what are these tests tes… ,SexyInsurgent,"924 W. Jackson St. Macomb, IL ",,"['covid19', 'isolated', 'meet', 'kochs', 'postulates', 'therefore', 'tests', 'tes…']","['covid19', 'isolate', 'meet', 'kochs', 'postulate', 'therefore', 'test', 'tes…']",0,1,0
394,Govt Says Man Has Tested Positive for COVID He Says He Has Never Been Tested ,djayburden609,WV,,"['govt', 'says', 'man', 'tested', 'positive', 'covid', 'says', 'never', 'tested']","['govt', 'say', 'man', 'test', 'positive', 'covid', 'say', 'never', 'test']",1,0,0
395,Negative COVID19 Tests Required for Keeneland Sale ,TheDailyPayoff,Global,,"['negative', 'covid19', 'tests', 'required', 'keeneland', 'sale']","['negative', 'covid19', 'test', 'require', 'keeneland', 'sale']",0,0,1
396,BREAKING Victoria announces horrifying spike in coronavirus with 723 new cases and 13 deaths in the biggest surge… ,DailyMailAU,Sydney,,"['breaking', 'victoria', 'announces', 'horrifying', 'spike', 'coronavirus', '723', 'new', 'cases', '13', 'deaths', 'biggest', 'surge…']","['break', 'victoria', 'announces', 'horrify', 'spike', 'coronavirus', '723', 'new', 'case', '13', 'death', 'big', 'surge…']",0,0,1
397,Democrats really need to step to the plate about what goes in this covid bill So many sectors are struggling and n… ,brianros1,Philadelphia,,"['democrats', 'really', 'need', 'step', 'plate', 'goes', 'covid', 'bill', 'many', 'sectors', 'struggling', 'n…']","['democrat', 'really', 'need', 'step', 'plate', 'go', 'covid', 'bill', 'many', 'sector', 'struggle', 'n…']",1,0,0
398,  Eid Mubarak Zahra For all information on which test venues are not running as a r… ,OETOfficial,,,"['eid', 'mubarak', 'zahra', 'information', 'test', 'venues', 'running', 'r…']","['eid', 'mubarak', 'zahra', 'information', 'test', 'venue', 'run', 'r…']",0,1,0
399, Better testing please The US and Puerto Rico desperately need it ,tradebythebeach,,,"['better', 'testing', 'please', 'us', 'puerto', 'rico', 'desperately', 'need']","['well', 'test', 'please', 'u', 'puerto', 'rico', 'desperately', 'need']",0,0,1
400,Dumbfounded Paramedics wearing masks that could spread COVID19  via ,kca111,Melbourne,,"['dumbfounded', 'paramedics', 'wearing', 'masks', 'could', 'spread', 'covid19', 'via']","['dumbfound', 'paramedic', 'wear', 'mask', 'could', 'spread', 'covid19', 'via']",0,1,0
401,Victoria to announce horrifying spike in coronavirus with 723 new cases and 13 deaths in the biggest surge in COVID… ,slavayachnin,"Geelong, Victoria",,"['victoria', 'announce', 'horrifying', 'spike', 'coronavirus', '723', 'new', 'cases', '13', 'deaths', 'biggest', 'surge', 'covid…']","['victoria', 'announce', 'horrify', 'spike', 'coronavirus', '723', 'new', 'case', '13', 'death', 'big', 'surge', 'covid…']",0,0,1
402,   Convenient that you left out the week with the most deaths in the second part Take a… ,AFishizio,,,"['convenient', 'left', 'week', 'deaths', 'second', 'part', 'take', 'a…']","['convenient', 'leave', 'week', 'death', 'second', 'part', 'take', 'a…']",1,0,0
403,No It has nothing to do with CovidAnd if I really needs done  can handle it ,Patti_lynnAZ,Arizona,,"['nothing', 'covidand', 'really', 'needs', 'done', 'handle']","['nothing', 'covidand', 'really', 'need', 'do', 'handle']",1,0,0
404, This sort of thing created to help the deaf could help ,ClulowPam,"Leeds, England",,"['sort', 'thing', 'created', 'help', 'deaf', 'could', 'help']","['sort', 'thing', 'create', 'help', 'deaf', 'could', 'help']",0,1,0
405,All University of Kentucky oncampus students have to take a COVID19 test this semester  Jul 29  742 PM ET ,PulpNews,USA,,"['university', 'kentucky', 'oncampus', 'students', 'take', 'covid19', 'test', 'semester', 'jul', '29', '742', 'pm', 'et']","['university', 'kentucky', 'oncampus', 'student', 'take', 'covid19', 'test', 'semester', 'jul', '29', '742', 'pm', 'et']",0,1,0
406,   That was from today actually And the red line is  of total deaths that are due to C… ,Electric_Mage,A place beyond time and space,,"['today', 'actually', 'red', 'line', 'total', 'deaths', 'due', 'c…']","['today', 'actually', 'red', 'line', 'total', 'death', 'due', 'c…']",0,0,1
407,Let’s not forget this news item from 6262020 Trip dot com creates 500 million fund to help its airlines hotels… ,bettedavisthizz,"Springfield, O",,"['let', '’', 'forget', 'news', 'item', '6262020', 'trip', 'dot', 'com', 'creates', '500', 'million', 'fund', 'help', 'airlines', 'hotels…']","['let', '’', 'forget', 'news', 'item', '6262020', 'trip', 'dot', 'com', 'create', '500', 'million', 'fund', 'help', 'airline', 'hotels…']",0,1,0
408,hey for those wanting to get tested for covid 19 that have no insurance my mom will start testing this week for… ,xonatsam,,,"['hey', 'wanting', 'get', 'tested', 'covid', '19', 'insurance', 'mom', 'start', 'testing', 'week', 'for…']","['hey', 'want', 'get', 'test', 'covid', '19', 'insurance', 'mom', 'start', 'test', 'week', 'for…']",0,1,0
409,Its just manageable NSWs race to stay ahead of the COVID19 outbreak ,mackenziepricee,"Sydney, Australia",,"['manageable', 'nsws', 'race', 'stay', 'ahead', 'covid19', 'outbreak']","['manageable', 'nsw', 'race', 'stay', 'ahead', 'covid19', 'outbreak']",0,1,0
410, We need something similar as the covid spike continues ,DColleyAB,"Alberta, Canada",,"['need', 'something', 'similar', 'covid', 'spike', 'continues']","['need', 'something', 'similar', 'covid', 'spike', 'continue']",0,1,0
411,Wow such great news in our covid world that needs all the happiness it can get  So glad this precious bear has be… ,cathcarboon,Australia,,"['wow', 'great', 'news', 'covid', 'world', 'needs', 'happiness', 'get', 'glad', 'precious', 'bear', 'be…']","['wow', 'great', 'news', 'covid', 'world', 'need', 'happiness', 'get', 'glad', 'precious', 'bear', 'be…']",1,0,0
412,    I realize the reports of covids spread all across the world I… ,GeraldineLewis,United States,,"['realize', 'reports', 'covids', 'spread', 'across', 'world', 'i…']","['realize', 'report', 'covids', 'spread', 'across', 'world', 'i…']",0,1,0
413,  My mother passed away Sunday at home awaiting results of a COVID test so she could be… ,luvsksu,"Topeka, KS",,"['mother', 'passed', 'away', 'sunday', 'home', 'awaiting', 'results', 'covid', 'test', 'could', 'be…']","['mother', 'pass', 'away', 'sunday', 'home', 'await', 'result', 'covid', 'test', 'could', 'be…']",0,1,0
414,I started reading Station Eleven whole waiting to do my COVID test yesterday and finished it this morning I could… ,expectoalonum,PNW,,"['started', 'reading', 'station', 'eleven', 'whole', 'waiting', 'covid', 'test', 'yesterday', 'finished', 'morning', 'could…']","['start', 'read', 'station', 'eleven', 'whole', 'wait', 'covid', 'test', 'yesterday', 'finish', 'morning', 'could…']",1,0,0
415,Bill Barr will be tested after COVID19 positive Louie Gohmert was ‘within arms length’  Raw Story 🤞🤞 ,whatifisaidit,Once Was America,,"['bill', 'barr', 'tested', 'covid19', 'positive', 'louie', 'gohmert', '‘', 'within', 'arms', 'length', '’', 'raw', 'story', '🤞🤞']","['bill', 'barr', 'test', 'covid19', 'positive', 'louie', 'gohmert', '‘', 'within', 'arm', 'length', '’', 'raw', 'story', '🤞🤞']",0,0,1
416,I have yet to get results for a COVID19 test I took on July 8th,auntie_nem,United States,,"['yet', 'get', 'results', 'covid19', 'test', 'took', 'july', '8th']","['yet', 'get', 'result', 'covid19', 'test', 'take', 'july', '8th']",0,1,0
417,  This is absurd The medical community has more than enough verified data to prove H… ,Loriann_Q,"Groton, MA",,"['absurd', 'medical', 'community', 'enough', 'verified', 'data', 'prove', 'h…']","['absurd', 'medical', 'community', 'enough', 'verify', 'data', 'prove', 'h…']",0,1,0
418,Goehmert tests positive for COVID COVID is ashamed to be seen with him,debihope,Under cover of darkness,,"['goehmert', 'tests', 'positive', 'covid', 'covid', 'ashamed', 'seen']","['goehmert', 'test', 'positive', 'covid', 'covid', 'ashamed', 'see']",1,0,0
419,  Heres to hoping Covid spreads through the TrumpVirus in that room,r0byn_mh,"New Jersey, USA",,"['heres', 'hoping', 'covid', 'spreads', 'trumpvirus', 'room']","['here', 'hop', 'covid', 'spread', 'trumpvirus', 'room']",0,1,0
420,The COVID spread in the Marlins club doesn’t make sense Were they all just drinking from the same water bottle T… ,FullerAgg,,,"['covid', 'spread', 'marlins', 'club', '’', 'make', 'sense', 'drinking', 'water', 'bottle', 't…']","['covid', 'spread', 'marlin', 'club', '’', 'make', 'sense', 'drinking', 'water', 'bottle', 't…']",0,1,0
421,Texas Republican Rep Gohmert Tests Positive For Coronavirus After Rebuffing Masks LouieFlewOnAF1 ,buddy_dek,"New York, N.Y.",,"['texas', 'republican', 'rep', 'gohmert', 'tests', 'positive', 'coronavirus', 'rebuffing', 'masks', 'louieflewonaf1']","['texas', 'republican', 'rep', 'gohmert', 'test', 'positive', 'coronavirus', 'rebuff', 'mask', 'louieflewonaf1']",1,0,0
422,After tomorrow  I’m not getting tested for COVID no fckn more g  The shit hurts,niquechianti_,"Georgia, USA",,"['tomorrow', '’', 'getting', 'tested', 'covid', 'fckn', 'g', 'shit', 'hurts']","['tomorrow', '’', 'get', 'test', 'covid', 'fckn', 'g', 'shit', 'hurt']",1,0,0
423,Exclusive Buddy first dog to test positive for COVID19 in the US has died ,Robert_Enninga,"Oregon, USA",,"['exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'us', 'died']","['exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'u', 'die']",1,0,0
424,Any scientific discoveries especially in the medical fields should be 100 detached from politics The more inter… ,twtmikexu,,,"['scientific', 'discoveries', 'especially', 'medical', 'fields', '100', 'detached', 'politics', 'inter…']","['scientific', 'discovery', 'especially', 'medical', 'field', '100', 'detach', 'politics', 'inter…']",1,0,0
425,UV light disinfection like hospitals of your bedroom at 522 Stewart Ave would be included in optional 250month… ,Student1Housing,,,"['uv', 'light', 'disinfection', 'like', 'hospitals', 'bedroom', '522', 'stewart', 'ave', 'would', 'included', 'optional', '250month…']","['uv', 'light', 'disinfection', 'like', 'hospital', 'bedroom', '522', 'stewart', 'ave', 'would', 'include', 'optional', '250month…']",1,0,0
426, Thank you for helping the poor Bacteria amp virus are of sizes 03 amp 01 micron HEPA filters are ca… ,RavindranShanm2,"B204, VME Realty Lakeside Proj",,"['thank', 'helping', 'poor', 'bacteria', 'amp', 'virus', 'sizes', '03', 'amp', '01', 'micron', 'hepa', 'filters', 'ca…']","['thank', 'help', 'poor', 'bacteria', 'amp', 'virus', 'size', '03', 'amp', '01', 'micron', 'hepa', 'filter', 'ca…']",0,0,1
427,Shouldn’t every Covid test be considered a priority Or are only those that can afford it allowed to know their tes… ,kikistulen,West Coast ,,"['’', 'every', 'covid', 'test', 'considered', 'priority', 'afford', 'allowed', 'know', 'tes…']","['’', 'every', 'covid', 'test', 'consider', 'priority', 'afford', 'allow', 'know', 'tes…']",0,1,0
428,  filed under a covid death,CFox131313,,,"['filed', 'covid', 'death']","['file', 'covid', 'death']",0,1,0
429,Why is this Govt so secretive about a commission that is supposedly put in place to help Australians find work and… ,Bigly20,,,"['govt', 'secretive', 'commission', 'supposedly', 'put', 'place', 'help', 'australians', 'find', 'work', 'and…']","['govt', 'secretive', 'commission', 'supposedly', 'put', 'place', 'help', 'australian', 'find', 'work', 'and…']",0,1,0
430,  Under Donald Trump the US has4403935 confirmed cases IN THE WORLD150159 DEATHS ac… ,mangrovegirl,Southwest ,,"['donald', 'trump', 'us', 'has4403935', 'confirmed', 'cases', 'world150159', 'deaths', 'ac…']","['donald', 'trump', 'u', 'has4403935', 'confirm', 'case', 'world150159', 'death', 'ac…']",1,0,0
431,US coronavirus deaths top 150000 highest toll worldwide SmartNews  ,gemluvr257,"Washington, USA",,"['us', 'coronavirus', 'deaths', 'top', '150000', 'highest', 'toll', 'worldwide', 'smartnews']","['u', 'coronavirus', 'death', 'top', '150000', 'high', 'toll', 'worldwide', 'smartnews']",1,0,0
432,    First you need to know Covid is a world health emergency The… ,thepickydog,,,"['first', 'need', 'know', 'covid', 'world', 'health', 'emergency', 'the…']","['first', 'need', 'know', 'covid', 'world', 'health', 'emergency', 'the…']",1,0,0
433,US Representative Who Tested Positive for COVID19 Says Mask May Be to Blame ,Luca42755,,,"['us', 'representative', 'tested', 'positive', 'covid19', 'says', 'mask', 'may', 'blame']","['u', 'representative', 'test', 'positive', 'covid19', 'say', 'mask', 'may', 'blame']",1,0,0
434,As Joe Bidens VP pick looms Susan Rice blamed Pres Donald Trump for the surging number of deaths related to COVI… ,Nightline,"New York, USA",,"['joe', 'bidens', 'vp', 'pick', 'looms', 'susan', 'rice', 'blamed', 'pres', 'donald', 'trump', 'surging', 'number', 'deaths', 'related', 'covi…']","['joe', 'bidens', 'vp', 'pick', 'loom', 'susan', 'rice', 'blame', 'pres', 'donald', 'trump', 'surge', 'number', 'death', 'relate', 'covi…']",0,1,0
