,tweets,user_name,location,geo
1400,Landlocked Botswana Truck Drivers Face COVID-19 Dilemma: The southern African country relies on neighboring South A… https://t.co/2pOFBhSd1l,VOAAfrica,USA,
1401,Health officials contacting Lincoln-Way East prom attendees after positive COVID-19 tests https://t.co/gB25UZES4w,DailySouthtown,"Tinley Park, IL",
1402,My great aunt just got admitted to the hospital for COVID-19. Prayers would be greatly appreciated right now.,peachpadme,"Albuquerque, NM",
1403,"Marlins' AAA owner, 62, dies after virus battle https://t.co/fJz7tbMLIm https://t.co/bW3mtWJzgi",RonBohning,"Fayetteville, AR",
1404,"@brenerm1 @GreenDayJay @saxena_puru $RVLV another e-commerce play. 33x forw p/e.

20+% rev growth pre-covid “recove… https://t.co/3QAE85sSJe",StockMrktNerd,"Detroit, MI",
1405,Antwerp in Belgium announces curfew to get COVID-19 cases under control #Sturgeon #SNP #RejoinEU #COVID19,Gordon1000,"Inverness, Scotland",
1406,What a time that the BC government is promoting glory holes during covid,TaylorTreeEmoji,"Victoria, British Columbia",
1407,"As a nursing student, I feel sooo conflicted about my school being open in the fall bc we need clinical hours but also covid",swiftsgreys,Planet Earth,
1408,@WLWT Please give any reasonable rationale for this.  Ohio Pharmacy Board is intentionally withholding COVID treatm… https://t.co/y4DJaTX5zC,Crusafikshun,"Walton, KY",
1409,COVID-19 Shown to Heighten College Stress https://t.co/4Ms8iN4HPZ https://t.co/B96kUhdV6H,PosLeadDev,Hlavní město Praha,
1410,@ScottMorrisonMP  I am deeply concerned that the recommendations from the report National COVID-19 Co-ordination Co… https://t.co/6UTWRRad3c,KazzasT,Australia,
1411,PM announces $39m for quake-prone Hutt pool as part of Covid-19 package https://t.co/aBYXax24gj,CapDayDom,"Wellington, New Zealand",
1412,Vikings put DE Odenigbo on COVID reserve; 7 players on list https://t.co/sAwm9FdGSV,PurplePride,,
1413,"Mapping COVID-19 spread in Melbourne shows link to job types and ability to stay home

@the_AUO's Director… https://t.co/chLAk8HpN7",the_AUO,"Melbourne, Victoria",
1414,"@Jack @TwitterSupport 
You are being set up for FAILURE.  With all this Banning and Removing of Videos on the Cure… https://t.co/Qv8Wg2jNhG",Questtwiter,"Bronx, NY",
1415,"Democrats, MSM and Big Tech gaslit you when:

- they said Trump colluded with Russia
- the special counsel was appo… https://t.co/A8A9hQVQlm",MaxTadpol,"California, USA",
1416,"Exclusive: Buddy, first dog to test positive for COVID-19 in the U.S., has died https://t.co/7IVjLjEL5Y via @NatGeo",StephanieCFoxJD,Connecticut - U.S.A.,
1417,@elliebrigida Chest!  But I only developed this physical manifestation of it since COVID shut down the US.,mandarin_01,Middle of Nowhere,
1418,@MLBHR Covid weeping,Notorious_L_I_B,,
1419,"@HistoryGuy101 @GovRaimondo Students cannot be “mask shamed.” Translation: Kid doesn’t want to wear a mask, there i… https://t.co/ojdiwzXU2z",ldra24,,
1420,@UMizzouNews When it's time to vote for the next president the Covid 19 will come to a end,bhayes05,Columbia mo,
1421,"For the 10th year in a row, I’ll be the chairman for the North Fayette PALS charity golf tournament.  Every dollar… https://t.co/X3nejnYikT",PittGuru,"Pittsburgh, PA",
1422,The Orioles are a disaster. 2 catchers interference in 1 inning. MLB should just award everyone wins while playing… https://t.co/rHSSXf8M00,JohnMFodera,United States,
1423,What in the flying fuck makes someone think faking their death is ok especially when people have already lost so mu… https://t.co/2ff2J5e3Js,ParadoxPlussy,thinking of something funny ,
1424,Pedro Severino clearly doesn’t believe Covid is real because he’s trying his hardest to be as close to these Yankees hitters as possible.,LawrenceBarreca,"Denver, CO",
1425,FREE COVID!! 🤗🙌🏽🤩💗,anavaleriavogel,"Tamaulipas, México",
1426,Everyone’s going to be dead from COVID but at least there will be a new FBI building to show aliens our govt didn’t… https://t.co/IBsrtmUheN,greyrkennedy,"California, USA",
1427,"The Baseball Talk Radio Show  #022
Baseball season is almost a week old, and it could be ending already, Marlins ar… https://t.co/YQsAdoeBV9",METSMUSINGS1,,
1428,"@senatemajldr @SenateGOP ...for a wall along the U.S.-Mexico border. The proposed equipment, which has little to no… https://t.co/3VjTHFSfSe",mjreid316,USA,
1429,"sick of these niggas, covid 19",niiibillings,912,
1430,@jessetd93 Your more then welcome to leave and risk getting Covid,harlz27,"Perth, WA, Australia",
1431,"@sapphicswingers Wish we were allowed to go to the beach ,fingers crossed covid is done here by summer",brett20813559,"Beaconsfield, Melbourne",
1432,@uagrad89 @stella_immanuel God can stop COVID-19 Scripture tell us that judgement will begin in the household of fa… https://t.co/zEun1lcMKV,iflywitheagles,"PineBluff, Arkansas ",
1433,@senatemajldr What does all that that military spending have to do with Covid-19 and why did the republicans try to… https://t.co/1m410blPpk,javajnkie,"United States, Planet Earth",
1434,"This is a video about the 1800 older folks who died of #COVID in Ontario, Canada, Long Term homes, run for profit.… https://t.co/eHHoGjteyi",GabeFin,Canada and Ireland,
1435,Covid-19,killah281,South Africa,
1436,@vaemone_ @_G2IT It’s the you js got COVID 19 fa me😂😂😭😭🤣🤣🤣🤣,sheshawwter,,
1437,@SomeBitchIKnow I'd a looked her right back and said Covid was supposed to've killed you already.,gangsterbunnyr1,,
1438,It's like they see the Trump years as a benign waiting period for a real progressive president instead of one of th… https://t.co/takeHOFF59,shrillandchill,"Washington, DC",
1439,"Exclusive: Buddy, first dog to test positive for COVID-19 in the U.S., has died https://t.co/7pECpWq65B",StellaBraintree,Corner of Broad & Wonderland,
1440,"@realDonaldTrump do you know, your fellow republican, Mike Dewine has banned the use of hydroxychloroquine for Covi… https://t.co/7g2EOnYh0n",cobrascat26,Ohio,
1441,"This is a COVID economic relief bill, not a remodel project bill. Remodeling the west wing has NO Business being in… https://t.co/Qx29tILzyb",shanenof4,"Ohio, USA",
1442,"Y’all idk how to feel rn, I’m positive for covid. 😞",xxocruzz,"Sonora, México",
1443,@ThomasLinkoff if humankind lasts that long. Biden's policies will ensure that millions more end up on this street… https://t.co/nigyiK6Wm9,that_Sinead,L.A.via WashHts/HarlemNYC,
1444,Rohingya refugees living in Bangladesh urgently need greater protection against COVID-19. Demand international acti… https://t.co/f1T2iLWfXy,Abby_Tabby,"N.S., Canada",
1445,@lellingw This is Texas following the Republican plan on Covid:  Let everyone get sick.,imapeepels,Earth,
1446,@SHARHAIR @MarcelinoKHOU @KHOU @realDonaldTrump She can't even verify that she treated 350 covid patients. Her pinn… https://t.co/13lgoiH21t,AnyaAscendant,Somewhere,
1447,"@pauljgibler AAP, U of Vermont study, German study, and many more all recommend returning to school. You skimmed ov… https://t.co/j1YQaoI0FQ",Likeafox1717,,
1448,#marthamaccallum GREAT JOB tonight pointing out the much higher death rate of Influenza in children compar4ed to co… https://t.co/sg9Jn9dr4d,GayleB28,United States,
1449,"As COVID-19 cases continue to rise, Pritzker restricts youth sports https://t.co/xcoOua2m0p",SJRbreaking,"Springfield, Illinois",
1450,Sangamon hits ‘alarming’ 49 COVID cases in a day https://t.co/oXM4Uj8717,SJRbreaking,"Springfield, Illinois",
1451,"With Covid killing more than 1000 Americans a day, you could ask: Are you better off now than you were 4 days ago?? https://t.co/AYts7HrPID",BlueWest18,,
1452,"$COCP COVID-19 ANTIVIRAL WILL INSTANTLY MOVE THIS TO THE BILLION DOLLAR MKT CAP OVERNIGHT 

MGMT KNOWS!!!!",ms101phd,"New York, NY",
1453,Texas Rep. Louie Gohmert has COVID-19 and had to cancel his trip with President Donald Trump to the Permian Basin i… https://t.co/Ke7FWNm3Ln,klstnews,"San Angelo, Texas",
1454,Texas Rep. Louie Gohmert has COVID-19 and had to cancel his trip with President Donald Trump to the Permian Basin i… https://t.co/U1ZknsGxo3,ksannews,"San Angelo, Texas",
1455,"Eric Hosmer has been scratched again. So he still will not have started consecutive games this season.
Same reason.… https://t.co/uO4B2Zi3TJ",sdutKevinAcee,"San Diego, CA",
1456,@Acosta If DEM governors didn't send Covid Pos patients in to nursing homes it would be much less AND if Drs were p… https://t.co/nrNUxRIWZf,manakinmom,,
1457,Me the few times I’ve seen people during COVID. https://t.co/aHeLYsa29W,JoeGrabinski,"West Des Moines, IA",
1458,Eric Hosmer just scratched again with non COVID related illness. https://t.co/PXQ4T8eYej,sdutSanders,San Diego,
1459,"@JgpMatt @michelelee_1 @AdvenireWealth @zev_dr They're anictdotal claims you're right, but the fact remains covid p… https://t.co/Mqjmwsjpe5",OgiKC,,
1460,@Fly_Norwegian I am still waiting for the return of the tickets that were canceled by covid. Cod 200508-006911. Fou… https://t.co/oQJY479cWF,solegho,"Buenos Aires, Argentina",
1461,@nypost Don’t worry. He will be out tomorrow because the prison has #Covid,LadyImpactOhio,90 W  0 S,
1462,"PSA:: A New Record.. L.A. County Public Health Today Reports 91 New Deaths and 4,825 New Cases of Confirmed COVID-1… https://t.co/7KIL6os2Er",melroseaction,"Los Angeles, Calfornia, USA",
1463,"@Amy_Siskind That is remarkable, many happy Covid-19 to them all",marvinh32598048,,
1464,@MiaFarrow How much to get COVID😷,mejay227,"South Carolina, USA",
1465,"Houston’s largest paper begs Trump to do ‘something resembling leadership’ as he visits COVID-stricken Texas

https://t.co/jLIbECjLFo",mangobeach,Jamaica and Florida,
1466,"Smart woman!

Ashleigh Barty pulls out of US Open amid concern over Covid-19 https://t.co/bSzDHl10Xg",mwalinu,,
1467,"What if Ar*ana Gr*nd* licking that donut caused covid-19? Don’t get me wrong, I love her but like ????",melly_ish,NYC,
1468,"COVID or not, it’s always good to have Hank at the ballpark. #ForTheA",DukeBrice,"Newnan, GA",
1469,@ShercoSherrill @PRubesa @GlennVotesBlue @TrishBeMe @heatherbelle585 @PattiKimble @democracee @nadiepetah… https://t.co/S9bDCAMXgl,Robyn_CherCrew,,
1470,"@LRB_ @TimotRice @realDonaldTrump One last thing.  With Covid-19, research shows that even the sickest patients do… https://t.co/w7ZzNs6LZO",Girlsurgeon,"Hermosa Beach, CA",
1471,"I...

An old family friend of mine just told me he tested positive for covid about 3 weeks ago 

Then told me he’s… https://t.co/IqXmhA6Uoc",Samantha__Dyal,Stank ass Florida,
1472,@aravosis No no no...it’s the demon semen that CAUSES covid. They need to ask him if he was partaking in it prior to contracting the virus.,DonaldJChump,"New York, New York",
1473,"See, you have the demon semen nonsense garbage, but then you read this and you have to wonder... Plus the FDA legal… https://t.co/W5VC1bOcMD",KAS_712,Long Island,
1474,"Doctor warns of ""a new generation of chronically ill patients"" if young people don't take COVID-19 seriously… https://t.co/ihzX9KoRvH",ko_suke_mail,港の汽笛が聞こえる横浜のどこか,
1475,Over 7000 Malawian teens – as young as 10 and 14 – pregnant since COVID-19 school closure - Join the discussion at… https://t.co/PGfP1f0Mwn,Zimbo2631,"Bulawayo, Zimbabwe",
1476,"Eid al-adha + COVID-19 , I’m still EXCITED 🙌🏽🥳",Najmacita1,The Netherlands,
1477,@nature @BillDauerNeuro It is time to investigate the NIH/CDC/WHO for colluding to prevent the use of Hydroxychloro… https://t.co/htJPrv3N2g,randysmiller1,,
1478,"some people are seeing through the scam of covid.

Look further, and you find Bill Gates and BigPharma with $$$ in… https://t.co/f21p6CE0kY",Time_Architect,,
1479,"[why grammar is important]

Covid sucks I am positive",ScottsdaleVeins,"Scottsdale, AZ",
1480,@jeanwanwan I didn’t know you got sick!! It was Covid!?! I’m super glad you are doing good now. Wishing you all the best!!,_TaJizzle_,,
1481,"Alien DNA doctor &amp; Trump's GOTO person on Covid is almost as unhinged as he is. 

https://t.co/1PItV444cR",Mysta,Airlie Beach Australia ,
1482,@TimothyReyes42 @Cassand55018639 @Andrew_DK @GovEvers @WI_Guard There’s no COVID in WI.  Jefferson County is immune… https://t.co/PCezNYCzdV,nikyaray,"Wisconsin/Massachusetts, USA",
1483,"Over 1,000 Filipino workers, seafarers from Singapore return to PH?! This is about the 12th repatriation flight bri… https://t.co/2bkPZE6CuS",EdjRedactor,EurAsiaPress,
1484,"The thing here is that the kind of people who go around scolding strangers, dobbing joggers to the cops, cheering f… https://t.co/xcVDaUrQNV",johnb78,"Sydney, Australia",
1485,"King County reported 150 new coronavirus cases on Wednesday, bringing the total to 14,879, along with 35 new hospit… https://t.co/VYIaCCRU0R",JoeVeyera,"Seattle, Wash.",
1486,"Total BEEESSSS: Hydroxychloroquine is not an effective treatment for COVID-19, according to the FDA",riley1999,"FL, USA",
1487,@CrazyMnMark1 China already has invaded that freedom. Check your cell phone for the covid app. They own many of our… https://t.co/0jhlQurhl2,TheKanehB,,
1488,"@glamelegance @itsJeffTiedrich @realDonaldTrump Man who thinks windmills cause cancer, suggested bleach cures Covid… https://t.co/JC2l3T38PB",jelle_simons,New York City,
1489,I have been on my shit since covid. Now I have a friend in brain surgery I can't see. Fuck you fucks. Thanks for ru… https://t.co/X8xvqyrfsP,ScarletDadSpidr,"Van Nuys, California",
1490,Am I Tired Or Do I Have COVID: An Inner Monologue,PreparednessJoe,"Washington, D.C.",
1491,.@realDonaldTrump used his magic marker to give us this storm to justify support for closing down covid testing sit… https://t.co/ESMfAKtrer,Bicycle_Jockey,Florida,
1492,@JoeBiden @PSYCHICTWINS Funny how everyone here seems to ignore the fact that the numbers are inflated. In addition… https://t.co/HNsWNGF66c,Glamourgirl9109,,
1493,Wasn't Moustakas positive with covid? 😅😬 Stay safe y'all but hey he's still hot at-bat. #LetsGetSomeRuns come on Cubbies,Kay13Mar,,
1494,"Biden slams Trump for promoting false COVID-19 claims from 'crazy woman' https://t.co/TTES63SNmd ---45
 still tryin… https://t.co/DVPiMyXEnk",wudszen,,
1495,"Millions Of Americans Are About To Be Homeless, And It’s Totally Preventable https://t.co/ys4FFhfmzc",JosiahShevlin,,
1496,@dfwactivist @Iwillnotfall And since a lot of the actual issues with Covid-19 appear to actually be related to infl… https://t.co/Hq5F1goeQ8,HappyFunNorm,,
1497,@snarkgrapefruit I have COVID right now. It’s the most excruciating thing I’ve endured as an adult. And I wish it o… https://t.co/VY3rU1paU2,tehm4917,"Dallas, TX",
1498,@AlvadisTveburg I bet you mean “seeing yourself in the mirror After #COVID__19 “! right? 😂,MikeElmurranie,,
1499,@GOPLeader Don't give in to their stupid demands. Covid related that's it no 3 trillion,crafternut,United States,
1500,"Stephen Fulton allegedly tests positive for COVID-19, Aug. 1 bout vs. Angelo Leo could be in jeopardy - The Ring https://t.co/cDzsr15trZ",ringmagazine,Brooklyn/Philadelphia/L.A.,
1501,The coalition trying to make sure poor countries get Covid-19 vaccines https://t.co/5T7xv7oeo7 via @qz,ssoto523,"Stockton, Ca",
1502,@charles_kinbote Sound like COVID,ericdeamer,"Lakewood, OH",
1503,"Expectations that COVID in Brazil would peak and come down anytime now were misplaced, with last week being the wor… https://t.co/PUCxcKlVpp",jakespring,"Brasília, Brazil",
1504,"@PaulaReidCBS @Yamiche @replouiegohmert @KerriKupecDOJ @ClareHymes22 Okay...question.

Americans rely on congressio… https://t.co/y2RSS1pFkY",greenhornsr,,
